Time_s,Velocity_Smooth_m_s,Velocity_Uncertainty_m_s
2.593703125000000051e-06,7.192525527140543318e+01,2.765027338365728671e-01
2.593710937000000014e-06,7.200965910905020451e+01,2.758889094712086432e-01
2.593718749999999874e-06,7.209560845004756402e+01,2.752777263441998912e-01
2.593726561999999836e-06,7.218279901441422908e+01,2.746693228764006678e-01
2.593734375000000120e-06,7.227092595453497381e+01,2.740635254305620050e-01
2.593742187000000082e-06,7.235968463326322819e+01,2.734604713653511765e-01
2.593749999999999942e-06,7.244877139884101780e+01,2.728599887260227952e-01
2.593757812000000328e-06,7.253788435694048076e+01,2.722622138201273856e-01
2.593765624999999765e-06,7.262672413390230020e+01,2.716669763507508772e-01
2.593773436999999727e-06,7.271499463469686475e+01,2.710744115854571423e-01
2.593781250000000011e-06,7.280240378791044975e+01,2.704843508606248892e-01
2.593789061999999973e-06,7.288866428194754121e+01,2.698969284150191106e-01
2.593796875000000257e-06,7.297349428757271994e+01,2.693119771945108321e-01
2.593804687000000219e-06,7.305661816662060914e+01,2.687296304197323016e-01
2.593812500000000079e-06,7.313776716598486871e+01,2.681497226227770869e-01
2.593820312000000042e-06,7.321668009570588254e+01,2.675723860167772972e-01
2.593828124999999902e-06,7.329310399248548435e+01,2.669974566971385910e-01
2.593835936999999864e-06,7.336679476242828457e+01,2.664250658801213256e-01
2.593843750000000148e-06,7.343751780865285639e+01,2.658550512019143275e-01
2.593851562000000110e-06,7.350504864097462132e+01,2.652875428924030277e-01
2.593859374999999970e-06,7.356917346265814217e+01,2.647223801065584636e-01
2.593867186999999933e-06,7.362968974197858074e+01,2.641596920980743279e-01
2.593874999999999793e-06,7.368640675900145709e+01,2.635993195191256855e-01
2.593882811999999755e-06,7.373914613266951790e+01,2.630413906574571858e-01
2.593890625000000039e-06,7.378774232414919254e+01,2.624857476411908142e-01
2.593898437000000001e-06,7.383204311538455045e+01,2.619325178022378076e-01
2.593906250000000285e-06,7.387191006329979359e+01,2.613815447238742595e-01
2.593914062000000247e-06,7.390721892397563408e+01,2.608329547920490432e-01
2.593921875000000107e-06,7.393786004881569340e+01,2.602865930248527970e-01
2.593929687000000070e-06,7.396373874668120152e+01,2.597425848720226194e-01
2.593937499999999930e-06,7.398477561369236355e+01,2.592007767664481488e-01
2.593945311999999892e-06,7.400090682266041142e+01,2.586612932314032998e-01
2.593953125000000176e-06,7.401208437426245723e+01,2.581239820948777464e-01
2.593960937000000138e-06,7.401827630166813776e+01,2.575889669633099621e-01
2.593968749999999998e-06,7.401946683115693304e+01,2.570560970405447732e-01
2.593976561999999961e-06,7.401565648891596538e+01,2.564942493875286833e-01
2.593984374999999821e-06,7.400686215543029789e+01,2.559347809882612790e-01
2.593992186999999783e-06,7.399311706134189137e+01,2.553778190561938888e-01
2.594000000000000067e-06,7.397447072269908119e+01,2.548232051349378358e-01
2.594007812000000029e-06,7.395098881177105454e+01,2.542710654718188246e-01
2.594015625000000313e-06,7.392275296092182657e+01,2.537212431185336681e-01
2.594023437000000275e-06,7.388986049617282958e+01,2.531738633663800364e-01
2.594031249999999712e-06,7.385242410116696021e+01,2.526287707533948490e-01
2.594039062000000098e-06,7.381057140525651050e+01,2.520860896247340555e-01
2.594046874999999958e-06,7.376444449955599225e+01,2.515456659833941178e-01
2.594054686999999920e-06,7.371419937909152509e+01,2.510076232385072270e-01
2.594062500000000204e-06,7.366000530975608740e+01,2.504718088368274587e-01
2.594070312000000166e-06,7.360204412508501548e+01,2.499383452612811973e-01
2.594078125000000026e-06,7.354050945130316563e+01,2.494070813819059818e-01
2.594085936999999989e-06,7.347560586753266421e+01,2.488781387649459387e-01
2.594093749999999849e-06,7.340754800163745131e+01,2.483513676835542583e-01
2.594101561999999811e-06,7.333655956893835537e+01,2.478268887969014012e-01
2.594109375000000095e-06,7.326287235901692441e+01,2.473045537613867695e-01
2.594117187000000057e-06,7.318672517589432402e+01,2.467844823385969000e-01
2.594125000000000341e-06,7.310836273952949682e+01,2.462665275487413707e-01
2.594132812000000303e-06,7.302803455633190310e+01,2.457508082650826098e-01
2.594140624999999740e-06,7.294599376641650679e+01,2.452371788526551966e-01
2.594148437000000126e-06,7.286249597754790841e+01,2.447257573054607838e-01
2.594156249999999986e-06,7.277779809061513561e+01,2.442163993146755085e-01
2.594164061999999948e-06,7.269215713054623507e+01,2.437092220043245716e-01
2.594171875000000232e-06,7.260582908793988111e+01,2.432040823731696222e-01
2.594179687000000194e-06,7.251906778097296069e+01,2.427010966842636785e-01
2.594187500000000054e-06,7.243212374533507614e+01,2.422001232260446724e-01
2.594195312000000017e-06,7.234524316318938020e+01,2.417012774093226513e-01
2.594203124999999877e-06,7.225866683177795835e+01,2.412044187945533158e-01
2.594210936999999839e-06,7.217262918601947774e+01,2.407096619491158329e-01
2.594218750000000123e-06,7.208735737564323642e+01,2.402168676880692411e-01
2.594226562000000085e-06,7.200307040443506423e+01,2.401195337184426348e-01
2.594234374999999945e-06,7.191997833532410311e+01,2.400222661503651211e-01
2.594242187000000331e-06,7.183828156470396209e+01,2.399250897869567856e-01
2.594249999999999768e-06,7.175817016816041871e+01,2.398279796538576036e-01
2.594257811999999730e-06,7.167982332119660782e+01,2.397309605141863531e-01
2.594265625000000014e-06,7.160340879241033463e+01,2.396340074341281323e-01
2.594273436999999976e-06,7.152908251271104234e+01,2.395371451369336102e-01
2.594281250000000260e-06,7.145698821798227129e+01,2.394403487292395827e-01
2.594289062000000222e-06,7.138725716358726459e+01,2.393436428944983596e-01
2.594296875000000083e-06,7.132000791004084306e+01,2.392470027797157783e-01
2.594304687000000045e-06,7.125534617527679870e+01,2.391504530286312769e-01
2.594312499999999905e-06,7.119336475290796784e+01,2.390539688285213682e-01
2.594320311999999867e-06,7.113414349048497343e+01,2.389575747835186725e-01
2.594328125000000151e-06,7.107774932588162642e+01,2.388612461210621318e-01
2.594335937000000113e-06,7.102423637584880112e+01,2.387650074057832139e-01
2.594343749999999974e-06,7.097364607588308161e+01,2.386688339051908636e-01
2.594351561999999936e-06,7.092600736221221780e+01,2.385727501444896703e-01
2.594359374999999796e-06,7.088133689597303544e+01,2.384767314311664888e-01
2.594367186999999758e-06,7.083963932400082797e+01,2.383808022511040570e-01
2.594375000000000042e-06,7.080090756915062400e+01,2.382849379516597255e-01
2.594382812000000004e-06,7.076512315206072401e+01,2.381891629794992415e-01
2.594390625000000288e-06,7.073225653417929948e+01,2.380934527217539176e-01
2.594398437000000250e-06,7.070226748315862153e+01,2.379978315859559990e-01
2.594406250000000111e-06,7.067510545323820281e+01,2.379022749989248842e-01
2.594414062000000073e-06,7.065070998217230169e+01,2.378068073291428608e-01
2.594421874999999933e-06,7.062901109644633380e+01,2.377114040430211295e-01
2.594429686999999895e-06,7.060992972634733178e+01,2.376160894700958814e-01
2.594437500000000179e-06,7.059337812845635085e+01,2.375208391162644261e-01
2.594445312000000142e-06,7.057926030882134683e+01,2.374256772722201647e-01
2.594453125000000002e-06,7.056747245144474334e+01,2.373305794832560878e-01
2.594460936999999964e-06,7.055790334697609012e+01,2.372355700012951651e-01
2.594468749999999824e-06,7.055043482063516080e+01,2.371406244109363626e-01
2.594476561999999787e-06,7.054494216047886823e+01,2.370457669254348032e-01
2.594484375000000070e-06,7.054129454317723003e+01,2.373742206919413622e-01
2.594492187000000033e-06,7.053935545854305644e+01,2.377035437266698248e-01
2.594500000000000316e-06,7.053898313181200308e+01,2.380338241407506106e-01
2.594507812000000279e-06,7.054003094524080097e+01,2.383649812072821672e-01
2.594515624999999715e-06,7.054234785668671748e+01,2.386971035493334059e-01
2.594523437000000101e-06,7.054577881915044202e+01,2.390301100113099708e-01
2.594531249999999961e-06,7.055016519961257870e+01,2.393640897327282135e-01
2.594539061999999924e-06,7.055534519887480371e+01,2.396989611258185937e-01
2.594546875000000207e-06,7.056115427415991803e+01,2.400348138512528595e-01
2.594554687000000170e-06,7.056742556389856702e+01,2.403715658856774018e-01
2.594562500000000030e-06,7.057399031796663280e+01,2.407093074154832146e-01
2.594570311999999992e-06,7.058067833410393632e+01,2.410479559783979542e-01
2.594578124999999852e-06,7.058731840082488418e+01,2.413876022912060104e-01
2.594585936999999815e-06,7.059373875028390444e+01,2.417281634492197961e-01
2.594593750000000098e-06,7.059976752135926859e+01,2.420697307044021862e-01
2.594601562000000061e-06,7.060523323513498894e+01,2.424122207061170375e-01
2.594609374999999921e-06,7.060996528301305375e+01,2.427557252462936577e-01
2.594617187000000307e-06,7.061379443021837687e+01,2.431001605249081821e-01
2.594624999999999743e-06,7.061655333566481829e+01,2.434456188786456865e-01
2.594632812000000129e-06,7.061807709001764977e+01,2.437920160545270498e-01
2.594640624999999989e-06,7.061820376922878495e+01,2.441394449389911736e-01
2.594648436999999952e-06,7.061677500950243314e+01,2.444878208223857374e-01
2.594656250000000235e-06,7.061363660095290129e+01,2.448372371459625330e-01
2.594664062000000198e-06,7.060863910046627723e+01,2.451876087397531490e-01
2.594671875000000058e-06,7.060163846337222537e+01,2.455390296047916254e-01
2.594679687000000020e-06,7.059249669529197035e+01,2.458914141072072734e-01
2.594687499999999880e-06,7.058108251875788142e+01,2.462448568129042559e-01
2.594695311999999843e-06,7.056727205823723637e+01,2.465992716203530555e-01
2.594703125000000126e-06,7.055094953649113165e+01,2.469547536655356257e-01
2.594710937000000089e-06,7.053200798317666909e+01,2.473112163754677129e-01
2.594718749999999949e-06,7.051034994948193457e+01,2.476687554614230014e-01
2.594726562000000335e-06,7.048588822678945576e+01,2.480272838752621001e-01
2.594734374999999771e-06,7.045854656334729782e+01,2.484877913739158839e-01
2.594742186999999734e-06,7.042826037377585635e+01,2.489499528138636453e-01
2.594750000000000017e-06,7.039497743541680563e+01,2.494138960931982230e-01
2.594757811999999980e-06,7.035865856477772695e+01,2.498795120970807027e-01
2.594765625000000263e-06,7.031927826600380627e+01,2.503469297517899594e-01
2.594773437000000226e-06,7.027682534474563170e+01,2.508160391981349990e-01
2.594781250000000086e-06,7.023130347601509982e+01,2.512869704031646112e-01
2.594789062000000048e-06,7.018273172166540519e+01,2.517596127560945418e-01
2.594796874999999908e-06,7.013114498360832272e+01,2.522340972776137558e-01
2.594804686999999871e-06,7.007659438598270185e+01,2.527103125979124343e-01
2.594812500000000154e-06,7.001914757690542501e+01,2.531883908044575415e-01
2.594820312000000117e-06,6.995888893935840258e+01,2.536682197608897127e-01
2.594828124999999977e-06,6.989591970305154689e+01,2.541499326347343435e-01
2.594835936999999939e-06,6.983035794984070321e+01,2.546334165156228235e-01
2.594843749999999799e-06,6.976233850397460401e+01,2.551188056646446212e-01
